Category;Code;DE_Original;EN_Original
Identical DE/EN;01.09.01.12.05.01.1009;DIN 53015;DIN 53015
Identical DE/EN;01.09.01.12.05.01.1010;DIN 53018;DIN 53018
Identical DE/EN;01.09.01.12.05.01.1011;DIN 53019;DIN 53019
Identical DE/EN;01.09.01.12.05.01.1012;DIN 53177;DIN 53177
Identical DE/EN;01.09.01.12.05.01.1013;DIN 53214;DIN 53214
Identical DE/EN;01.09.01.12.05.01.1014;DIN 54811;DIN 54811
Identical DE/EN;01.09.01.12.05.01.1015;ASTM D2196;ASTM D2196
Identical DE/EN;01.09.01.12.05.02.1001;EN ISO 2431;EN ISO 2431
Identical DE/EN;01.09.01.12.05.02.1002;DIN 53211;DIN 53211
Identical DE/EN;01.09.01.12.07.00.2000;Newton.;Newton.
Identical DE/EN;01.09.01.12.07.00.3000;dilatant.;dilatant.
Identical DE/EN;01.09.01.13.01.01.00.1001;kg/m³;kg/m³
Identical DE/EN;01.09.01.13.01.03.01.1016;N-Methylpyrrolidin;N-Methylpyrrolidin
Identical DE/EN;01.09.01.13.04.00.1002;OECD 105;OECD 105
Identical DE/EN;01.09.01.13.04.01.1001;OECD 116;OECD 116
Identical DE/EN;01.09.01.14.04.1002;OECD 107;OECD 107
Identical DE/EN;01.09.01.14.04.1003;OECD 123;OECD 123
Identical DE/EN;01.09.01.14.04.1005;OECD 117;OECD 117
Identical DE/EN;01.09.01.15.04.1002;OECD 104;OECD 104
Identical DE/EN;01.09.01.15.04.1004;DIN 51640;DIN 51640
Identical DE/EN;01.09.01.15.04.1005;DIN 51754;DIN 51754
Identical DE/EN;01.09.01.15.04.1006;ASTM D323;ASTM D323
Identical DE/EN;01.09.01.16.01.02.00.1001;g/cm³;g/cm³
Identical DE/EN;01.09.01.16.05.00.1001;OECD 109;OECD 109
Identical DE/EN;01.09.01.16.05.00.1003;ISO 387;ISO 387
Identical DE/EN;01.09.01.16.05.00.1004;ISO 649;ISO 649
Identical DE/EN;01.09.01.16.05.00.1005;EN ISO 1183;EN ISO 1183
Identical DE/EN;01.09.01.16.05.00.1006;DIN ISO 91-1;DIN ISO 91-1
Identical DE/EN;01.09.01.16.05.00.1007;ISO 758;ISO 758
Identical DE/EN;01.09.01.16.05.00.1008;ISO 3507;ISO 3507
Identical DE/EN;01.09.01.16.05.00.1009;EN ISO 2811-1;EN ISO 2811-1
Identical DE/EN;01.09.01.16.05.00.1010;EN ISO 2811-2;EN ISO 2811-2
Identical DE/EN;01.09.01.16.05.00.1011;EN ISO 2811-3;EN ISO 2811-3
Identical DE/EN;01.09.01.16.05.00.1012;EN ISO 2811-4;EN ISO 2811-4
Identical DE/EN;01.09.01.16.05.00.1013;ISO 91-2;ISO 91-2
Identical DE/EN;01.09.01.16.05.00.1014;DIN 51757;DIN 51757
Identical DE/EN;01.09.01.16.05.00.1015;DIN 53479;DIN 53479
Identical DE/EN;01.09.01.16.05.00.1016;DIN 53217;DIN 53217
Identical DE/EN;01.09.01.16.05.00.1017;DIN 53420;DIN 53420
Identical DE/EN;01.09.01.16.05.00.1018;DIN 12791;DIN 12791
Identical DE/EN;01.09.01.16.05.00.1019;DIN 12793;DIN 12793
Identical DE/EN;01.09.01.16.05.00.1020;DIN 12790;DIN 12790
Identical DE/EN;01.09.01.16.05.00.1021;DIN 12798;DIN 12798
Identical DE/EN;01.09.01.16.05.00.1022;DIN 12800;DIN 12800
Identical DE/EN;01.09.01.16.05.00.1023;DIN 12801;DIN 12801
Identical DE/EN;01.09.01.16.05.00.1024;DIN 12806;DIN 12806
Identical DE/EN;01.09.01.16.05.00.1025;DIN 12807;DIN 12807
Identical DE/EN;01.09.01.16.05.00.1026;DIN 12808;DIN 12808
Identical DE/EN;01.09.01.16.05.00.1027;DIN 12809;DIN 12809
Identical DE/EN;01.09.01.16.05.00.1028;DIN 19683;DIN 19683
Identical DE/EN;01.09.01.16.05.00.1029;DIN 55990;DIN 55990
Identical DE/EN;01.09.01.16.05.00.1030;DIN 53243;DIN 53243
Identical DE/EN;01.09.01.16.05.00.1031;ASTM D792;ASTM D792
Identical DE/EN;01.09.01.16.05.00.1032;ASTM D1298;ASTM D1298
Identical DE/EN;01.09.01.16.05.00.1033;ASTM D1475;ASTM D1475
Identical DE/EN;01.09.01.16.05.00.1034;ASTM D1481;ASTM D1481
Identical DE/EN;01.09.01.16.05.00.1035;ASTM D1296;ASTM D1296
Identical DE/EN;01.09.01.16.05.00.1036;ASTM D297;ASTM D297
Identical DE/EN;01.09.01.16.05.00.1037;ASTM D2111;ASTM D2111
Identical DE/EN;01.09.01.16.05.01.1001;DIN ISO 697;DIN ISO 697
Identical DE/EN;01.09.01.16.05.01.1003;EN ISO 845;EN ISO 845
Identical DE/EN;01.09.01.16.05.01.1004;DIN 53466;DIN 53466
Identical DE/EN;01.09.01.16.05.01.1005;DIN 51705;DIN 51705
Identical DE/EN;01.09.01.18.01.04.00.1002;m²/kg;m²/kg
Identical DE/EN;01.09.02.01.01.02.03.1002;OECD 113;OECD 113
Extreme Length Difference;01.09.02.01.01.02.03.1003;Annex 6;UN Manual of Tests and Criteria
Identical DE/EN;01.09.02.01.01.03.06.01.;EU A.14;EU A.14
Identical DE/EN;01.09.02.01.01.03.06.03.1003;p < 2070 kPa;p < 2070 kPa
Extreme Length Difference;01.09.02.01.02.01.7000;when mixed with air;The study does not need to be conducted because the concentration of the flammable gas in a mixture with inert gases is so low that
Identical DE/EN;01.09.02.01.03.02.04.1001;ASTM D240;ASTM D240
Identical DE/EN;01.09.02.01.03.02.04.1002;EN ISO 13943;EN ISO 13943
Identical DE/EN;01.09.02.01.03.02.04.1006;ASTM D3065;ASTM D3065
Invalid or Nonsense Content;01.09.02.01.04.02.01.01.00.1001;5 %;> 23
Identical DE/EN;01.09.02.01.05.02.01.01.00.1001;g/mol;g/mol
Identical DE/EN;01.09.02.01.06.02.03.01.1002;EN ISO 9038;EN ISO 9038
Identical DE/EN;01.09.02.01.06.02.03.01.1003;ASTM D4206;ASTM D4206
Identical DE/EN;01.09.02.01.08.02.04.1002.00.1001;K/min;K/min
Identical DE/EN;01.09.02.01.08.02.04.1003;Tonset;Tonset
Identical DE/EN;01.09.02.01.08.03.05.08.3001.00.1001;mW/kg*K;mW/kg*K
Identical DE/EN;01.09.02.01.12.02.01.02.00.1001;L/kg*h;L/kg*h
Identical DE/EN;01.09.02.01.12.02.01.02.00.1002;L/kg*min;L/kg*min
Extreme Length Difference;01.09.02.01.15.02.06.00.5000;Section 2.15.2.1.;Calculated according to the formula provided in Regulation (EC) No. 1272/2008 [CLP] Annex I
Identical DE/EN;01.09.02.01.17.03.01.01.00.1001;kg/min;kg/min
Extreme Length Difference;01.09.02.01.17.04.00.1000;Abbrandgeschwindigkeit > 2,2 mm/s.;Category 1: Desensitised explosives with a corrected burning rate (AC) equal to or greater than 300 kg/min but not more than 1200 kg/min.
Extreme Length Difference;01.09.02.02.02.04.01.1000;that polymerization may occurs.;The classification procedure for polymerizing substances and mixtures need not be applied because there are no chemical reactive groups present in the molecule
Identical DE/EN;01.09.02.02.03.01.01.08.01.1006;IEC 61241-2-3 (Mike 3);IEC 61241-2-3 (Mike 3)
Identical DE/EN;01.09.02.02.03.01.01.09.01.1004;IEC 61241-2-1;IEC 61241-2-1
Extreme Length Difference;01.09.02.02.03.01.01.10.04.7000;Part 1;Flammable dust according to VDI 2263
Extreme Length Difference;01.09.02.02.03.01.01.10.04.8000;Part 1;Non-flammable dust according to VDI 2263
Identical DE/EN;01.09.02.02.03.01.01.11.01.1004;ASTM E 2021;ASTM E 2021
Identical DE/EN;01.09.02.02.03.01.01.13.01.1003;ISO/IEC 80079-20-2;ISO/IEC 80079-20-2
Identical DE/EN;01.09.02.02.05.03.1001;DIN 53170;DIN 53170
Identical DE/EN;01.09.02.02.05.03.1002;ASTM D3539;ASTM D3539
Identical DE/EN;01.09.02.02.09.01.02.1007;ISO/IEC 80079-20-1;ISO/IEC 80079-20-1
Identical DE/EN;01.09.02.02.09.06.02.1001;IEC 60079-11;IEC 60079-11
Identical DE/EN;01.09.02.02.09.07.02.1001;ASTM E 582;ASTM E 582
Identical DE/EN;01.09.02.02.09.09.01.00.1001;bar/s;bar/s
Identical DE/EN;01.09.02.02.14.04.1002;OECD 112;OECD 112
Identical DE/EN;01.09.02.02.19.02.1001;DIN 53402;DIN 53402
Identical DE/EN;01.09.02.02.21.01.01.00.1002;kg/mol;kg/mol
Identical DE/EN;01.09.02.02.21.01.02.1002;OECD 118;OECD 118
Identical DE/EN;01.09.02.02.21.01.02.1003;DIN 55672;DIN 55672
Identical DE/EN;01.09.02.02.21.04.02.1002;OECD 119;OECD 119
Identical DE/EN;01.09.02.02.21.04.02.1003;ASTM D5296;ASTM D5296
Identical DE/EN;01.09.02.02.21.05.04.1002;OECD 120;OECD 120
Identical DE/EN;01.09.02.02.21.05.04.1003;DIN 53733;DIN 53733
Identical DE/EN;01.09.02.02.22.04.1002;OECD 115;OECD 115
Identical DE/EN;01.09.02.02.22.04.1003;ISO 304;ISO 304
Extreme Length Difference;01.10.01.00.5000;lead;May cause strong formation of hydrogen by contact with amphoteric metals (e.g. aluminia
Extreme Length Difference;01.10.02.00.5000;reducing substances;Polymerization with heat evolution may occur in the presence of radical forming substances (e.g. peroxides)
Identical DE/EN;01.10.08.1061;Isocyanate;Isocyanate
Identical DE/EN;01.10.08.1076;Lewis-Base;Lewis-base
Identical DE/EN;01.10.08.1088;Nitrile;Nitrile
Identical DE/EN;01.10.08.1096;Peroxide;Peroxide
Extreme Length Difference;01.10.08.1105;wetted product (e.g. cotton pulp);Tissue
Extreme Length Difference;01.10.08.1132;OH-;Substances containing active hydrogen (e.g. NHx-
Identical DE/EN;01.11.01.01.01.01.01.1002;OECD 417;OECD 417
Identical DE/EN;01.11.01.01.01.01.01.1004;OECD 427;OECD 427
Identical DE/EN;01.11.01.01.01.01.01.1006;OECD 428;OECD 428
Identical DE/EN;01.11.01.01.02.02.00.1004;Inhalation (Gas);Inhalation (gas)
Identical DE/EN;01.11.01.01.02.02.01.01.04.;cATpE:;cATpE:
Identical DE/EN;01.11.01.01.02.02.01.01.05.;LDL0:;LDL0:
Identical DE/EN;01.11.01.01.02.02.01.03.1005;Hamster;Hamster
Identical DE/EN;01.11.01.01.02.02.01.04.1001;OECD 401;OECD 401
Identical DE/EN;01.11.01.01.02.02.01.04.1004;OECD 420;OECD 420
Identical DE/EN;01.11.01.01.02.02.01.04.1005;OECD 423;OECD 423
Identical DE/EN;01.11.01.01.02.02.01.04.1006;OECD 425;OECD 425
Identical DE/EN;01.11.01.01.02.02.02.04.1001;OECD 402;OECD 402
Identical DE/EN;01.11.01.01.02.02.03.01.05.1001;OECD 403;OECD 403
Identical DE/EN;01.11.01.01.02.02.03.01.05.1003;OECD 436;OECD 436
Identical DE/EN;01.11.01.01.02.02.03.02.02.00.1003;mg/mL;mg/mL
Identical DE/EN;01.11.01.01.03.00.1001;in-vitro;in-vitro
Identical DE/EN;01.11.01.01.03.00.1002;in-vivo;in-vivo
Identical DE/EN;01.11.01.01.03.03.01.1002;OECD 430;OECD 430
Identical DE/EN;01.11.01.01.03.03.01.1004;OECD 431;OECD 431
Identical DE/EN;01.11.01.01.03.03.01.1006;OECD 439;OECD 439
Extreme Length Difference;01.11.01.01.03.03.01.1007;Annex;Regulation (EC) No. 735/2017
Identical DE/EN;01.11.01.01.03.03.01.1008;OECD 435;OECD 435
Identical DE/EN;01.11.01.01.03.04.02.1001;OECD 404;OECD 404
Identical DE/EN;01.11.01.01.04.02.01.1002;OECD 437;OECD 437
Identical DE/EN;01.11.01.01.04.02.01.1004;OECD 438;OECD 438
Identical DE/EN;01.11.01.01.04.02.01.1006;OECD 491;OECD 491
Identical DE/EN;01.11.01.01.04.02.01.1008;OECD 492;OECD 492
Identical DE/EN;01.11.01.01.04.02.01.1010;OECD 460;OECD 460
Identical DE/EN;01.11.01.01.04.03.02.1001;OECD 405;OECD 405
Extreme Length Difference;01.11.01.01.04.03.04.9001.1002;5);very faint opacity (0
Extreme Length Difference;01.11.01.01.04.03.04.9002.1002;5);very minor single cell staining (0
Identical DE/EN;01.11.01.01.05.02.02.03.1004;OECD 406;OECD 406
Identical DE/EN;01.11.01.01.05.02.02.03.1006;OECD 429;OECD 429
Identical DE/EN;01.11.01.01.05.02.02.03.1008;OECD 442A;OECD 442A
Identical DE/EN;01.11.01.01.05.02.02.03.1010;OECD 442B;OECD 442B
Identical DE/EN;01.11.01.01.05.02.02.03.1012;OECD 442C;OECD 442C
Identical DE/EN;01.11.01.01.05.02.02.03.1014;OECD 442D;OECD 442D
Identical DE/EN;01.11.01.01.05.02.02.03.1016;OECD 442E;OECD 442E
Extreme Length Difference;01.11.01.01.05.02.04.02.4000;Nicht einstufbar;Not classifiable because the substance causes skin corrosion (Category 1).
Identical DE/EN;01.11.01.01.06.01.01.01.01.;NOEL(C):;NOEL(C):
Identical DE/EN;01.11.01.01.06.01.01.01.02.;LOEL(C):;LOEL(C):
Identical DE/EN;01.11.01.01.06.01.01.01.03.;NOAEL(C):;NOAEL(C):
Identical DE/EN;01.11.01.01.06.01.01.05.1003;OECD 476;OECD 476
Identical DE/EN;01.11.01.01.06.01.01.05.1005;OECD 473;OECD 473
Identical DE/EN;01.11.01.01.06.01.01.05.1007;OECD 471 (Ames Test);OECD 471 (Ames test)
Identical DE/EN;01.11.01.01.06.01.01.05.1010;OECD 490;OECD 490
Identical DE/EN;01.11.01.01.06.01.01.05.1012;OECD 487;OECD 487
Identical DE/EN;01.11.01.01.06.01.01.05.1014.1001;OECD 480;OECD 480
Identical DE/EN;01.11.01.01.06.01.01.05.1014.1002;OECD 481;OECD 481
Identical DE/EN;01.11.01.01.06.01.01.05.1014.1004;OECD 479;OECD 479
Identical DE/EN;01.11.01.01.06.01.01.05.1014.1006;OECD 482;OECD 482
Identical DE/EN;01.11.01.01.06.01.02.04.1001;Drosophila;Drosophila
Identical DE/EN;01.11.01.01.06.01.02.06.1003;OECD 475;OECD 475
Identical DE/EN;01.11.01.01.06.01.02.06.1005;OECD 478;OECD 478
Identical DE/EN;01.11.01.01.06.01.02.06.1007;OECD 483;OECD 483
Identical DE/EN;01.11.01.01.06.01.02.06.1009;OECD 485;OECD 485
Identical DE/EN;01.11.01.01.06.01.02.06.1011;OECD 486;OECD 486
Identical DE/EN;01.11.01.01.06.01.02.06.1013;OECD 488;OECD 488
Identical DE/EN;01.11.01.01.06.01.02.06.1014;OECD 474;OECD 474
Identical DE/EN;01.11.01.01.06.01.02.06.1015;OECD 489;OECD 489
Identical DE/EN;01.11.01.01.06.01.02.06.1017.1002;OECD 477;OECD 477
Identical DE/EN;01.11.01.01.06.01.02.06.1017.1004;OECD 484;OECD 484
Identical DE/EN;01.11.01.01.06.02.02.01.06.;BMD10:;BMD10:
Identical DE/EN;01.11.01.01.06.02.02.07.1002;OECD 451;OECD 451
Identical DE/EN;01.11.01.01.06.02.02.07.1004;OECD 453;OECD 453
Identical DE/EN;01.11.01.01.06.03.02.01.07.1002;OECD 414;OECD 414
Identical DE/EN;01.11.01.01.06.03.02.01.07.1003;OECD 421;OECD 421
Identical DE/EN;01.11.01.01.06.03.02.01.07.1004;OECD 422;OECD 422
Identical DE/EN;01.11.01.01.06.03.02.01.07.1007;OECD 443;OECD 443
Identical DE/EN;01.11.01.01.06.03.02.01.07.1009;OECD 416;OECD 416
Identical DE/EN;01.11.01.01.06.03.02.01.07.1012.1001;OECD 415;OECD 415
Identical DE/EN;01.11.01.01.06.03.02.02.07.1004;OECD 426;OECD 426
Identical DE/EN;01.11.01.01.07.01.02.01.05.1002;OECD 407;OECD 407
Identical DE/EN;01.11.01.01.07.01.02.01.05.1004;OECD 418;OECD 418
Identical DE/EN;01.11.01.01.07.01.02.02.05.1002;OECD 410;OECD 410
Identical DE/EN;01.11.01.01.07.01.02.03.05.1002;OECD 412;OECD 412
Identical DE/EN;01.11.01.01.08.02.01.07.1002;OECD 408;OECD 408
Identical DE/EN;01.11.01.01.08.02.01.07.1004;OECD 409;OECD 409
Identical DE/EN;01.11.01.01.08.02.01.07.1006;OECD 452;OECD 452
Identical DE/EN;01.11.01.01.08.02.01.07.1011;OECD 419;OECD 419
Identical DE/EN;01.11.01.01.08.02.01.07.1013;OECD 424;OECD 424
Identical DE/EN;01.11.01.01.08.02.02.07.1002;OECD 411;OECD 411
Identical DE/EN;01.11.01.01.08.02.03.07.1002;OECD 413;OECD 413
Identical DE/EN;01.11.01.02.02.02.01.02.04.;ATEmix:;ATEmix:
Extreme Length Difference;01.11.01.02.11.9000;blistering;Prolonged or repeated contact with skin or mucous membrane result in irritation symptoms such as redness
Identical DE/EN;01.11.02.01.01.03.1002;OECD 440;OECD 440
Identical DE/EN;01.11.02.01.01.03.1004;OECD 441;OECD 441
Identical DE/EN;01.11.02.01.01.03.1006;OECD 456;OECD 456
Identical DE/EN;01.11.02.01.01.03.1008;OECD 493;OECD 493
Identical DE/EN;01.11.02.01.01.03.1010;OECD 455;OECD 455
Identical DE/EN;01.11.02.01.01.03.1011;OECD 457;OECD 457
Identical DE/EN;01.11.02.01.02.01.01.01.01.;EC50 (+ UVA):;EC50 (+ UVA):
Identical DE/EN;01.11.02.01.02.01.01.01.02.;EC50 (- UVA):;EC50 (- UVA):
Identical DE/EN;01.11.02.01.02.01.01.04.1002;OECD 432;OECD 432
Identical DE/EN;01.12.01.01.01.01.04.1006;Poecilia reticulata (Guppy);Poecilia reticulata (Guppy)
Identical DE/EN;01.12.01.01.01.01.05.1002;EN ISO 7346;EN ISO 7346
Identical DE/EN;01.12.01.01.01.01.05.1003;OECD 203;OECD 203
Identical DE/EN;01.12.01.01.01.01.05.1005;OECD 212;OECD 212
Identical DE/EN;01.12.01.01.01.02.01.01.;NOEC:;NOEC:
Identical DE/EN;01.12.01.01.01.02.01.02.;NOELR:;NOELR:
Identical DE/EN;01.12.01.01.01.02.05.1001;OECD 204;OECD 204
Identical DE/EN;01.12.01.01.01.02.05.1003;OECD 210;OECD 210
Identical DE/EN;01.12.01.01.01.02.05.1005;OECD 215;OECD 215
Identical DE/EN;01.12.01.01.01.02.05.1007;OECD 230;OECD 230
Identical DE/EN;01.12.01.01.01.02.05.1009;OECD 229;OECD 229
Identical DE/EN;01.12.01.01.01.02.05.1011;OECD 236;OECD 236
Identical DE/EN;01.12.01.01.01.03.04.1004;Chaetogammarus marinus;Chaetogammarus marinus
Identical DE/EN;01.12.01.01.01.03.05.1002;EN ISO 6341;EN ISO 6341
Identical DE/EN;01.12.01.01.01.03.05.1003;OECD 202;OECD 202
Identical DE/EN;01.12.01.01.01.04.05.1001;OECD 211;OECD 211
Identical DE/EN;01.12.01.01.01.05.01.03.;ErC50:;ErC50:
Identical DE/EN;01.12.01.01.01.05.01.04.;EbC50:;EbC50:
Identical DE/EN;01.12.01.01.01.05.04.1007;Chlorella fusca;Chlorella fusca
Identical DE/EN;01.12.01.01.01.05.05.1002;EN ISO 8692;EN ISO 8692
Identical DE/EN;01.12.01.01.01.05.05.1003;OECD 201;OECD 201
Identical DE/EN;01.12.01.01.01.07.05.1002;OECD 221;OECD 221
Identical DE/EN;01.12.01.01.01.07.05.1004;OECD 238;OECD 238
Identical DE/EN;01.12.01.01.01.07.05.1006;OECD 239;OECD 239
Identical DE/EN;01.12.01.01.01.08.05.1006;OECD 209;OECD 209
Identical DE/EN;01.12.01.01.01.08.05.1007;EN ISO 8192;EN ISO 8192
Identical DE/EN;01.12.01.01.02.05.1001;OECD 218;OECD 218
Identical DE/EN;01.12.01.01.02.05.1002;OECD 219;OECD 219
Identical DE/EN;01.12.01.01.02.05.1003;OECD 225;OECD 225
Identical DE/EN;01.12.01.01.02.05.1005;OECD 232;OECD 232
Identical DE/EN;01.12.01.01.02.05.1007;OECD 235;OECD 235
Identical DE/EN;01.12.01.01.03.01.05.1001;OECD 216;OECD 216
Identical DE/EN;01.12.01.01.03.01.05.1002;OECD 217;OECD 217
Identical DE/EN;01.12.01.01.03.01.05.1003;OECD 224;OECD 224
Identical DE/EN;01.12.01.01.03.02.01.04.1001;Eisenia fetida;Eisenia fetida
Identical DE/EN;01.12.01.01.03.02.01.04.1002;Lumbriculus variegatus;Lumbriculus variegatus
Identical DE/EN;01.12.01.01.03.02.01.05.1001;OECD 207;OECD 207
Identical DE/EN;01.12.01.01.03.02.02.04.1003;Enchytraeus albidus;Enchytraeus albidus
Identical DE/EN;01.12.01.01.03.02.02.05.1001;OECD 222;OECD 222
Identical DE/EN;01.12.01.01.03.02.02.05.1003;OECD 220;OECD 220
Identical DE/EN;01.12.01.01.03.03.01.05.00.1002;OECD 213;OECD 213
Identical DE/EN;01.12.01.01.03.03.01.05.00.1004;OECD 214;OECD 214
Identical DE/EN;01.12.01.01.03.03.01.05.00.1005;OECD 237;OECD 237
Identical DE/EN;01.12.01.01.03.03.01.05.01.1001;OECD 226;OECD 226
Identical DE/EN;01.12.01.01.03.03.01.05.01.1005;OECD 233;OECD 233
Identical DE/EN;01.12.01.01.03.03.01.05.01.1007;OECD 228;OECD 228
Identical DE/EN;01.12.01.01.03.04.01.04.1001;Daucus carota;Daucus carota
Identical DE/EN;01.12.01.01.03.04.01.04.2000;Helianthus annuus;Helianthus annuus
Identical DE/EN;01.12.01.01.03.04.01.04.2001;Lactuca sativa;Lactuca sativa
Identical DE/EN;01.12.01.01.03.04.01.04.2002;Sinapis alba;Sinapis alba
Identical DE/EN;01.12.01.01.03.04.01.04.2003;Brassica campestris var. chinensis;Brassica campestris var. chinensis
Identical DE/EN;01.12.01.01.03.04.01.04.2004;Brassica napus;Brassica napus
Identical DE/EN;01.12.01.01.03.04.01.04.2005;Brassica oleracea var. capitata;Brassica oleracea var. capitata
Identical DE/EN;01.12.01.01.03.04.01.04.2006;Brassica rapa;Brassica rapa
Identical DE/EN;01.12.01.01.03.04.01.04.2007;Lepidium sativum;Lepidium sativum
Identical DE/EN;01.12.01.01.03.04.01.04.2008;Raphanus sativus;Raphanus sativus
Identical DE/EN;01.12.01.01.03.04.01.04.2009;Beta vulgaris;Beta vulgaris
Identical DE/EN;01.12.01.01.03.04.01.04.2010;Cucumis sativus;Cucumis sativus
Identical DE/EN;01.12.01.01.03.04.01.04.2011;Glycine max (G. soja);Glycine max (G. soja)
Identical DE/EN;01.12.01.01.03.04.01.04.2012;Phaseolus aureus;Phaseolus aureus
Identical DE/EN;01.12.01.01.03.04.01.04.2013;Phaseolus vulgaris;Phaseolus vulgaris
Identical DE/EN;01.12.01.01.03.04.01.04.2014;Pisum sativum;Pisum sativum
Identical DE/EN;01.12.01.01.03.04.01.04.2015;Trigonella foenum-graecum;Trigonella foenum-graecum
Identical DE/EN;01.12.01.01.03.04.01.04.2016;Lotus corniculatus;Lotus corniculatus
Identical DE/EN;01.12.01.01.03.04.01.04.2017;Trifolium pratense;Trifolium pratense
Identical DE/EN;01.12.01.01.03.04.01.04.2018;Vicia sativa;Vicia sativa
Identical DE/EN;01.12.01.01.03.04.01.04.2019;Linum usitatissimum;Linum usitatissimum
Identical DE/EN;01.12.01.01.03.04.01.04.2020;Fagopyrum esculentum;Fagopyrum esculentum
Identical DE/EN;01.12.01.01.03.04.01.04.2021;Solanum lycopersicon;Solanum lycopersicon
Identical DE/EN;01.12.01.01.03.04.01.04.2022;Allium cepa;Allium cepa
Identical DE/EN;01.12.01.01.03.04.01.04.2023;Avena sativa;Avena sativa
Identical DE/EN;01.12.01.01.03.04.01.04.2024;Hordeum vulgare;Hordeum vulgare
Identical DE/EN;01.12.01.01.03.04.01.04.2025;Lolium perenne;Lolium perenne
Identical DE/EN;01.12.01.01.03.04.01.04.2026;Oryza sativa;Oryza sativa
Identical DE/EN;01.12.01.01.03.04.01.04.2027;Secale cereale;Secale cereale
Identical DE/EN;01.12.01.01.03.04.01.04.2028;Sorghum bicolor;Sorghum bicolor
Identical DE/EN;01.12.01.01.03.04.01.04.2029;Triticum aestivum;Triticum aestivum
Identical DE/EN;01.12.01.01.03.04.01.04.2030;Zea mays;Zea mays
Identical DE/EN;01.12.01.01.03.04.01.05.1001;EN ISO 11269-2;EN ISO 11269-2
Identical DE/EN;01.12.01.01.03.04.01.05.1002;OECD 227;OECD 227
Identical DE/EN;01.12.01.01.03.04.02.01.02.;LOEC:;LOEC:
Identical DE/EN;01.12.01.01.03.04.02.05.1001;OECD 208;OECD 208
Identical DE/EN;01.12.01.01.03.05.01.05.1002;OECD 205;OECD 205
Identical DE/EN;01.12.01.01.03.05.01.05.1003;OECD 223;OECD 223
Identical DE/EN;01.12.01.01.03.05.02.05.1001;OECD 206;OECD 206
Identical DE/EN;01.12.01.02.01.06.1001;OECD 301A;OECD 301A
Identical DE/EN;01.12.01.02.01.06.1002;OECD 301B;OECD 301B
Identical DE/EN;01.12.01.02.01.06.1003;OECD 301C;OECD 301C
Identical DE/EN;01.12.01.02.01.06.1004;OECD 301D;OECD 301D
Identical DE/EN;01.12.01.02.01.06.1005;OECD 301E;OECD 301E
Identical DE/EN;01.12.01.02.01.06.1006;OECD 301F;OECD 301F
Identical DE/EN;01.12.01.02.01.06.1007;OECD 302A;OECD 302A
Identical DE/EN;01.12.01.02.01.06.1008;OECD 302B;OECD 302B
Identical DE/EN;01.12.01.02.01.06.1009;OECD 302C;OECD 302C
Identical DE/EN;01.12.01.02.01.06.1010;OECD 303;OECD 303
Identical DE/EN;01.12.01.02.01.06.1011;OECD 304A;OECD 304A
Identical DE/EN;01.12.01.02.01.06.1012;OECD 306;OECD 306
Identical DE/EN;01.12.01.02.01.06.1014;ISO 18749;ISO 18749
Identical DE/EN;01.12.01.02.01.06.1017;OECD 311;OECD 311
Identical DE/EN;01.12.01.02.01.06.1019;OECD 314;OECD 314
Identical DE/EN;01.12.01.02.01.06.1020;OECD 310;OECD 310
Identical DE/EN;01.12.01.02.01.06.1022;OECD 308;OECD 308
Extreme Length Difference;01.12.01.02.01.08.00.12000;Das Produkt ist;In accordance with the required stability the product is poorly biodegradable.
Identical DE/EN;01.12.01.02.02.04.1001;OECD 111;OECD 111
Identical DE/EN;01.12.01.02.02.04.1003;OECD 309;OECD 309
Identical DE/EN;01.12.01.02.02.04.1005;OECD 307;OECD 307
Identical DE/EN;01.12.01.02.02.04.1007;OECD 316;OECD 316
Identical DE/EN;01.12.01.02.02.04.1008;OECD 101;OECD 101
Identical DE/EN;01.12.01.03.01.03.1001;OECD 305;OECD 305
Identical DE/EN;01.12.01.03.01.03.1002;OPPTS 850.4800;OPPTS 850.4800
Identical DE/EN;01.12.01.03.01.03.1004;OECD 315;OECD 315
Identical DE/EN;01.12.01.03.01.03.1006;OECD 317;OECD 317
Identical DE/EN;01.12.01.04.06.1001;OECD 106;OECD 106
Identical DE/EN;01.12.01.04.06.1002;Langmuir;Langmuir
Identical DE/EN;01.12.01.04.06.1003;Freundlich;Freundlich
Identical DE/EN;01.12.01.04.06.1006;OECD 121;OECD 121
Identical DE/EN;01.12.01.04.06.1008;EpiSuite QSAR tool;EpiSuite QSAR tool
Identical DE/EN;01.12.01.04.06.1009;OECD 312;OECD 312
Identical DE/EN;01.12.01.04.08.00.3000;Hysteresis;Hysteresis
Extreme Length Difference;01.12.01.05.1000;Annex XIII.;This substance does not meet the PBT/vPvB criteria of REACH
Extreme Length Difference;01.12.01.05.2000;annex XIII.;This substance meets the PBT criteria of REACH
Extreme Length Difference;01.12.01.05.3000;annex XIII.;This substance meets the vPvB criteria of REACH
Identical DE/EN;01.12.01.06.03.1003;OECD 231;OECD 231
Identical DE/EN;01.12.01.06.03.1005;OECD 234;OECD 234
Identical DE/EN;01.12.01.06.03.1007;OECD 240;OECD 240
Identical DE/EN;01.12.01.06.03.1008;OECD 241;OECD 241
